response_id,prolific_id,role,survey_group,condition,cell,valuation,free_text_price,used_free_text_price,switches,screening_score,screening_pass,is_monotone,confidence_label,confidence_num,total_time_s,date_submitted,per_protocol,Submission id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Current job role,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,profession,is_corner_low,is_corner_high
84,69a84d7d5afe637d9dc5530c,buyer,3,baseline,buyer_baseline,10000.0,,False,8,4,True,False,Some confidence,2,161.61,2026-03-04 16:54:44,False,69a854c72487f42107d2d60b,APPROVED,Not Applicable,2026-03-04T15:51:24.435000Z,2026-03-04T15:54:52.097000Z,2026-03-09T14:00:30.186000Z,2026-03-04T15:54:52.460735Z,208.0,CO7GMO3N,0.0,Cybersecurity Specialist,"French, English, Spanish",25.0,Male,Black,Cameroon,United States,DATA_EXPIRED,English,No,Full-Time,cybersec,False,False
85,69a84912ab47536ec5f1f2fe,buyer,3,baseline,buyer_baseline,2500.0,,False,1,4,True,True,Some confidence,2,505.3,2026-03-04 18:57:17,True,69a8703c93d82be8b630e367,APPROVED,Not Applicable,2026-03-04T17:47:40.070000Z,2026-03-04T17:57:43.578000Z,2026-03-09T14:00:30.433000Z,2026-03-04T17:57:43.929043Z,604.0,CO7GMO3N,0.0,Cybersecurity Specialist,"English, Spanish",41.0,Male,Other,Brazil,United States,DATA_EXPIRED,Portuguese,No,Full-Time,cybersec,False,False
86,69a942b5061a61006b1d41e9,buyer,3,baseline,buyer_baseline,22000.0,,False,19,1,False,False,Confidence,3,136.55,2026-03-05 10:30:09,False,69a94c8138f64bccf3475705,APPROVED,Not Applicable,2026-03-05T09:27:38.310000Z,2026-03-05T09:30:20.026000Z,2026-03-09T14:00:30.679000Z,2026-03-05T09:30:20.488933Z,162.0,CO7GMO3N,1.0,IT Project Manager,English,40.0,Male,White,Spain,Spain,DATA_EXPIRED,Spanish,No,Full-Time,it_manager,False,True
88,69a98a635f668372679cecf2,buyer,3,baseline,buyer_baseline,10000.0,,False,10,4,True,False,High confidence,4,310.73,2026-03-05 15:24:21,False,69a990b43e0577dd433b64ed,APPROVED,Not Applicable,2026-03-05T14:18:58.213000Z,2026-03-05T14:24:38.708000Z,2026-03-09T14:00:31.212000Z,2026-03-05T14:24:39.063569Z,341.0,CO7GMO3N,0.0,Cybersecurity Specialist,"English, French",36.0,Female,White,Canada,Canada,DATA_EXPIRED,French,Yes,Full-Time,cybersec,False,False
89,69a9a782e0b3dea5503fde52,buyer,3,baseline,buyer_baseline,0.0,,False,1,4,True,True,High confidence,4,273.6,2026-03-05 18:27:35,True,69a9bbc702655d9a5f3fb8b5,APPROVED,Not Applicable,2026-03-05T17:22:42.525000Z,2026-03-05T17:27:59.550000Z,2026-03-09T14:00:31.630000Z,2026-03-05T17:28:00.224010Z,318.0,CO7GMO3N,0.0,Cybersecurity Specialist,English,46.0,Male,White,Canada,Canada,Canada,English,No,Full-Time,cybersec,True,False
93,69a9d5f18f179237c612286e,buyer,3,baseline,buyer_baseline,0.0,,False,1,4,True,True,High confidence,4,253.76,2026-03-06 13:02:20,True,69aac1399b39aa88eff26ccd,APPROVED,Not Applicable,2026-03-06T11:57:45.354000Z,2026-03-06T12:03:14.352000Z,2026-03-09T14:00:32.778000Z,2026-03-06T12:03:14.677123Z,329.0,NOCODE,0.0,IT Project Manager,"English, Swedish",41.0,Male,White,Sweden,Sweden,DATA_EXPIRED,Swedish,No,Full-Time,it_manager,True,False
96,69aac2f5c8679732ab29c165,buyer,3,baseline,buyer_baseline,20000.0,,False,1,4,True,True,High confidence,4,363.16,2026-03-06 20:04:44,True,69ab23b58876758c32e0036f,APPROVED,Not Applicable,2026-03-06T18:58:23.283000Z,2026-03-06T19:05:20.623000Z,2026-03-09T14:00:34.167000Z,2026-03-06T19:05:21.000754Z,418.0,CO7GMO3N,0.0,Cybersecurity Specialist,English,32.0,Male,Black,Nigeria,Canada,DATA_EXPIRED,English,No,Part-Time,cybersec,False,False
100,69ae7b8377e5ab375fc8c4bc,buyer,3,baseline,buyer_baseline,10000.0,,False,1,4,True,True,Some confidence,2,1290.67,2026-03-09 10:47:12,True,69ae91981aeea06e181bd0f6,APPROVED,Not Applicable,2026-03-09T09:23:36.399000Z,2026-03-09T09:48:18.167000Z,2026-03-09T14:00:35.343000Z,2026-03-09T09:48:18.514764Z,1482.0,CO7GMO3N,0.0,Cybersecurity Specialist,"Tagalog-Filipino, English, Spanish, Swahili",51.0,Female,Asian,Philippines,United States,DATA_EXPIRED,Tagalog-Filipino,No,Part-Time,cybersec,False,False
103,69af21624b6bb1cfbf793393,buyer,3,baseline,buyer_baseline,4500.0,,False,1,4,True,True,Confidence,3,311.98,2026-03-09 21:05:21,True,69af26a1085a0ede28348c3f,APPROVED,Not Applicable,2026-03-09T19:59:48.220000Z,2026-03-09T20:05:38.166000Z,2026-03-17T06:54:55.027000Z,2026-03-09T20:05:38.516167Z,350.0,CO7GMO3N,0.0,IT Project Manager,"English, German, Serbian",41.0,Male,White,Bosnia and Herzegovina,France,DATA_EXPIRED,French,No,Full-Time,it_manager,False,False
104,69b00212b682b9ba6a7947fe,buyer,3,baseline,buyer_baseline,14500.0,,False,1,4,True,True,High confidence,4,629.33,2026-03-10 16:16:00,True,69b033179e47c82720c6920f,APPROVED,Not Applicable,2026-03-10T15:05:20.190000Z,2026-03-10T15:35:13.335000Z,2026-03-17T06:54:55.329000Z,2026-03-10T15:35:13.770562Z,1794.0,CO7GMO3N,0.0,Cybersecurity Engineer,English,26.0,Male,Black,United States,United States,DATA_EXPIRED,English,No,Full-Time,cybersec,False,False
109,69b161bb1b1e7696247dcc28,buyer,3,baseline,buyer_baseline,22000.0,,False,7,3,True,False,Confidence,3,102.73,2026-03-11 14:03:22,False,69b16512ca4f0cb79bc9918c,APPROVED,Not Applicable,2026-03-11T12:50:30.566000Z,2026-03-11T13:03:44.321000Z,2026-03-17T06:54:56.813000Z,2026-03-11T13:03:44.667673Z,794.0,CO7GMO3N,0.0,IT Project Manager,"Bulgarian, English",36.0,Female,White,Bulgaria,France,DATA_EXPIRED,French,No,Full-Time,it_manager,False,True
110,69b07b8105a5d52e17efb23f,buyer,3,baseline,buyer_baseline,13500.0,,False,1,4,True,True,Some confidence,2,688.04,2026-03-11 16:41:59,True,69b18a24a90a3a79c5c95459,APPROVED,Not Applicable,2026-03-11T15:30:18.558000Z,2026-03-11T15:42:18.963000Z,2026-03-17T06:54:57.127000Z,2026-03-11T15:42:19.315900Z,721.0,CO7GMO3N,0.0,IT Project Manager,English,32.0,Female,Black,Nigeria,Canada,Nigeria,English,No,Full-Time,it_manager,False,False
111,69b1a8f374f0c6981cd7186e,buyer,3,baseline,buyer_baseline,10500.0,,False,1,4,True,True,Some confidence,2,417.91,2026-03-11 19:55:09,True,69b1b8b34136394c460cf66f,APPROVED,Not Applicable,2026-03-11T18:47:15.172000Z,2026-03-11T18:55:31.717000Z,2026-03-17T06:54:57.481000Z,2026-03-11T18:55:32.105224Z,497.0,CO7GMO3N,0.0,IT Project Manager,English,44.0,Male,Black,Nigeria,Canada,DATA_EXPIRED,English,No,Part-Time,it_manager,False,False
115,6983b99d0524473fefb865b3,buyer,3,baseline,buyer_baseline,0.0,,False,0,4,True,True,High confidence,4,194.07,2026-03-12 08:10:05,True,69b265e2d244e01d5bfd789e,APPROVED,Not Applicable,2026-03-12T07:06:26.993000Z,2026-03-12T07:10:20.410000Z,2026-03-17T06:54:58.759000Z,2026-03-12T07:10:20.745239Z,234.0,CO7GMO3N,1.0,IT Project Manager,"Spanish, Serbian, Ukrainian, English, Polish, Belarusian",31.0,Male,White,Russian Federation,Spain,DATA_EXPIRED,Russian,No,Due to start a new job within the next month,it_manager,True,False
117,69aa120764f2daae7b09a204,buyer,3,baseline,buyer_baseline,10000.0,,False,1,3,True,True,Some confidence,2,493.11,2026-03-12 22:02:18,True,69b327d33ec1fe0e1c047e9f,APPROVED,Not Applicable,2026-03-12T20:53:49.145000Z,2026-03-12T21:02:35.073000Z,2026-03-17T06:54:59.397000Z,2026-03-12T21:02:35.426548Z,526.0,CO7GMO3N,0.0,IT Project Manager,"English, Hindi, Gujarati",20.0,Male,Asian,Canada,Canada,DATA_EXPIRED,English,Yes,Full-Time,it_manager,False,False
118,69b1fe4379989c646a627f0b,buyer,3,baseline,buyer_baseline,20000.0,,False,1,4,True,True,High confidence,4,306.21,2026-03-13 12:05:19,True,69b3edef778c30e42bf02a89,APPROVED,Not Applicable,2026-03-13T10:59:46.076000Z,2026-03-13T11:05:52.274000Z,2026-03-17T06:54:59.712000Z,2026-03-13T11:05:52.794626Z,367.0,CO7GMO3N,2.0,Cybersecurity Specialist,English,66.0,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time,cybersec,False,False
121,69b357432cf5bba5d3d6785c,buyer,3,baseline,buyer_baseline,18000.0,,False,12,4,True,False,Some confidence,2,215.71,2026-03-14 20:49:54,False,69b5bad45038923239e8caf2,APPROVED,Not Applicable,2026-03-14T19:46:02.367000Z,2026-03-14T19:50:02.016000Z,2026-03-17T06:55:00.328000Z,2026-03-14T19:50:02.410626Z,240.0,CO7GMO3N,0.0,Cybersecurity Specialist,English,28.0,Male,Black,Nigeria,Canada,DATA_EXPIRED,English,Yes,Full-Time,cybersec,False,False
122,69b5c13db8c73a1418a23611,buyer,3,baseline,buyer_baseline,22000.0,,False,5,4,True,False,Confidence,3,61.68,2026-03-14 22:26:38,False,69b5d24586bd291e7c6a47fe,APPROVED,Not Applicable,2026-03-14T21:25:30.697000Z,2026-03-14T21:26:48.833000Z,2026-03-17T06:55:00.635000Z,2026-03-14T21:26:49.221208Z,79.0,CO7GMO3N,2.0,Cybersecurity Engineer,English,22.0,Female,Asian,United States,United States,DATA_EXPIRED,English,Yes,Full-Time,cybersec,False,True
126,69864afed8825986ef532080,buyer,3,baseline,buyer_baseline,20000.0,,False,7,2,False,False,Little confidence,1,137.03,2026-03-16 11:52:50,False,69b7e0419452ac1c4567b4bf,APPROVED,Not Applicable,2026-03-16T10:49:43.706000Z,2026-03-16T10:53:04.598000Z,2026-03-17T06:55:02.099000Z,2026-03-16T10:53:04.969411Z,201.0,CO7GMO3N,0.0,IT Project Manager,English,35.0,Male,White,Portugal,Portugal,DATA_EXPIRED,Portuguese,No,Full-Time,it_manager,False,False
131,698b56d7302d3ab043c9a02d,buyer,3,baseline,buyer_baseline,20000.0,,False,6,4,True,False,Confidence,3,613.48,2026-03-19 11:31:55,False,69bbce17993b527612303878,APPROVED,Not Applicable,2026-03-19T10:21:21.680000Z,2026-03-19T10:32:04.935000Z,2026-03-20T05:57:32.359000Z,2026-03-19T10:32:05.301561Z,644.0,CO7GMO3N,61.0,Software Engineer / Developer,"English, Spanish, French",31.0,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,se,False,False
132,697cf0534448bb9749f6e62b,buyer,3,baseline,buyer_baseline,10500.0,,False,1,4,True,True,Confidence,3,153.05,2026-03-19 11:24:33,True,69bbce3c418260a21df1971e,APPROVED,Not Applicable,2026-03-19T10:21:51.699000Z,2026-03-19T10:24:46.565000Z,2026-03-20T05:57:33.118000Z,2026-03-19T10:24:46.921479Z,175.0,CO7GMO3N,26.0,Software Engineer / Developer,English,30.0,Male,White,Sweden,Sweden,Sweden,Swedish,No,Full-Time,se,False,False
133,6989cbe1ec0087fc9a540678,buyer,3,baseline,buyer_baseline,50000.0,50000.0,True,0,4,True,True,Confidence,3,202.38,2026-03-19 11:25:34,True,69bbce1a157c9b0fde57bcb4,APPROVED,Not Applicable,2026-03-19T10:21:59.158000Z,2026-03-19T10:25:37.963000Z,2026-03-20T05:57:32.706000Z,2026-03-19T10:25:38.296980Z,219.0,CO7GMO3N,148.0,Software Engineer / Developer,"Portuguese, English, Spanish",28.0,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,se,False,True
134,69b9dc367fe8a0f25c27fd3e,buyer,3,baseline,buyer_baseline,24000.0,24000.0,True,0,4,True,True,Confidence,3,257.61,2026-03-19 11:32:06,True,69bbcf657b0bdf55201aefcf,APPROVED,Not Applicable,2026-03-19T10:26:52.592000Z,2026-03-19T10:32:13.355000Z,2026-03-20T05:57:33.557000Z,2026-03-19T10:32:13.686473Z,321.0,CO7GMO3N,15.0,Software Engineer / Developer,"English, Hindi, Bengali",31.0,Male,Asian,Bangladesh,United States,DATA_EXPIRED,Bengali,No,Full-Time,se,False,True
137,69a55f149951e21c10496d48,buyer,3,baseline,buyer_baseline,10000.0,,False,1,4,True,True,Little confidence,1,311.72,2026-03-19 11:44:29,True,69bbd238b000768894c74aaf,APPROVED,Not Applicable,2026-03-19T10:39:09.981000Z,2026-03-19T10:44:34.681000Z,2026-03-20T05:57:34.275000Z,2026-03-19T10:44:35.043199Z,325.0,CO7GMO3N,17.0,Software Engineer / Developer,"Spanish, English",31.0,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,se,False,False
138,5f233903b356300d729e461e,buyer,3,baseline,buyer_baseline,2500.0,,False,1,4,True,True,Some confidence,2,202.14,2026-03-19 11:44:02,True,69bbd29a6b2d5849dbb8359f,APPROVED,Not Applicable,2026-03-19T10:40:26.562000Z,2026-03-19T10:44:10.201000Z,2026-03-20T05:57:34.567000Z,2026-03-19T10:44:10.555517Z,224.0,CO7GMO3N,370.0,IT Project Manager,"Portuguese, English",21.0,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time,it_manager,False,False
140,699adb291d66b0ec25526ee5,buyer,3,baseline,buyer_baseline,7500.0,,False,1,4,True,True,Some confidence,2,295.56,2026-03-19 11:47:07,True,69bbd2fe43cc92ac18c867fb,APPROVED,Not Applicable,2026-03-19T10:42:06.486000Z,2026-03-19T10:47:12.573000Z,2026-03-20T05:57:35.191000Z,2026-03-19T10:47:12.923515Z,307.0,CO7GMO3N,61.0,Software Engineer / Developer,English,30.0,Female,White,Egypt,Germany,Egypt,Arabic,No,Full-Time,se,False,False
142,697cae6e93b79bcf6b314046,buyer,3,baseline,buyer_baseline,3500.0,,False,1,2,False,True,Little confidence,1,237.88,2026-03-19 12:20:33,False,69bbdb07ea6e9c95bfeffd03,APPROVED,Not Applicable,2026-03-19T11:16:27.491000Z,2026-03-19T11:20:39.941000Z,2026-03-20T05:57:36.041000Z,2026-03-19T11:20:40.313446Z,253.0,CO7GMO3N,35.0,Software Engineer / Developer,"English, Ukrainian",39.0,Male,White,Ukraine,Portugal,Ukraine,Ukrainian,No,Full-Time,se,False,False
143,609a7d5287ca8fb83e0780d4,buyer,3,baseline,buyer_baseline,11500.0,,False,1,4,True,True,Confidence,3,164.39,2026-03-19 12:27:06,True,69bbdcdee34af785c39a910d,APPROVED,Not Applicable,2026-03-19T11:24:17.337000Z,2026-03-19T11:27:14.161000Z,2026-03-20T05:57:36.396000Z,2026-03-19T11:27:14.528316Z,177.0,CO7GMO3N,1873.0,Software Engineer / Developer,"Portuguese, English",24.0,Male,White,United Kingdom,Portugal,Portugal,Portuguese,Yes,Full-Time,se,False,False
148,69abe3e942b8a985c91c6636,buyer,3,baseline,buyer_baseline,8500.0,,False,1,4,True,True,Some confidence,2,160.36,2026-03-19 13:11:03,True,69bbe72d180b4807103255ed,APPROVED,Not Applicable,2026-03-19T12:08:17.782000Z,2026-03-19T12:11:16.304000Z,2026-03-20T05:57:37.569000Z,2026-03-19T12:11:16.689919Z,179.0,CO7GMO3N,23.0,Software Engineer / Developer,"English, Dutch",27.0,Male,White,Netherlands,Netherlands,Netherlands,Dutch,No,Part-Time,se,False,False
149,6932befa4f06f93378ba48a4,buyer,3,baseline,buyer_baseline,18000.0,,False,12,4,True,False,Confidence,3,311.84,2026-03-19 13:22:52,False,69bbe9588076691a4b44927c,APPROVED,Not Applicable,2026-03-19T12:17:33.532000Z,2026-03-19T12:22:56.997000Z,2026-03-20T05:57:37.846000Z,2026-03-19T12:22:57.396193Z,324.0,CO7GMO3N,42.0,Software Engineer / Developer,"English, German, French, Swedish",27.0,Male,Black,Nigeria,Luxembourg,DATA_EXPIRED,English,Yes,Part-Time,se,False,False
151,696a9a8f6a7516dc18711c62,buyer,3,baseline,buyer_baseline,4500.0,,False,1,2,False,True,Little confidence,1,219.28,2026-03-19 14:09:36,False,69bbf4ac27c9d1adce1d48c7,APPROVED,Not Applicable,2026-03-19T13:05:51.851000Z,2026-03-19T13:09:43.109000Z,2026-03-20T05:57:38.719000Z,2026-03-19T13:09:43.466286Z,232.0,CO7GMO3N,96.0,Software Engineer / Developer,"English, French",35.0,Male,White,France,France,France,French,No,Full-Time,se,False,False
152,699755dea525e12605649b04,buyer,3,baseline,buyer_baseline,2500.0,,False,1,4,True,True,Confidence,3,463.3,2026-03-19 14:42:34,True,69bbfb6ee7107bf443b9858c,APPROVED,Not Applicable,2026-03-19T13:34:43.750000Z,2026-03-19T13:42:45.980000Z,2026-03-20T05:57:39.037000Z,2026-03-19T13:42:58.407770Z,483.0,CO7GMO3N,20.0,Software Engineer / Developer,"Russian, English",35.0,Female,White,Kazakhstan,Canada,Canada,Russian,No,Part-Time,se,False,False
155,63f78c9346da47f7f8f3aef9,buyer,3,baseline,buyer_baseline,0.0,,False,1,4,True,True,Confidence,3,121.2,2026-03-19 15:06:29,True,69bc0264a62bee4497c07bc5,APPROVED,Not Applicable,2026-03-19T14:04:22.348000Z,2026-03-19T14:06:35.321000Z,2026-03-20T05:57:39.908000Z,2026-03-19T14:06:35.749246Z,133.0,CO7GMO3N,4129.0,Software Engineer / Developer,English,32.0,Male,White,United States,United States,United States,English,No,Part-Time,se,True,False
156,6980b9119ae4ea3181ffcc9e,buyer,3,baseline,buyer_baseline,8500.0,,False,1,4,True,True,Confidence,3,233.75,2026-03-19 15:27:07,True,69bc06cbf55dc862fe9ad5ad,APPROVED,Not Applicable,2026-03-19T14:23:10.501000Z,2026-03-19T14:27:13.064000Z,2026-03-20T05:57:40.201000Z,2026-03-19T14:27:13.425199Z,243.0,CO7GMO3N,17.0,Software Engineer / Developer,"Bulgarian, English, Macedonian",29.0,Male,Mixed,Bulgaria,Netherlands,Bulgaria,Bulgarian,No,Full-Time,se,False,False
157,65b3de63e8ce6cff21fb2be0,buyer,3,baseline,buyer_baseline,3500.0,,False,1,4,True,True,Confidence,3,162.81,2026-03-19 15:31:02,True,69bc07f84e767023e788320e,APPROVED,Not Applicable,2026-03-19T14:28:12.979000Z,2026-03-19T14:31:08.712000Z,2026-03-20T05:57:40.484000Z,2026-03-19T14:31:09.040393Z,176.0,CO7GMO3N,393.0,Software Engineer / Developer,"German, English",47.0,Female,White,Germany,Germany,Germany,German,No,Part-Time,se,False,False
160,67d440ccf6f3293d71c32e4d,buyer,3,baseline,buyer_baseline,8000.0,,False,1,4,True,True,Confidence,3,217.87,2026-03-19 16:25:23,True,69bc1475db7bc1ca848f7f75,APPROVED,Not Applicable,2026-03-19T15:21:30.149000Z,2026-03-19T15:25:38.495000Z,2026-03-20T05:57:41.366000Z,2026-03-19T15:25:38.839853Z,249.0,CO7GMO3N,1395.0,Software Engineer / Developer,English,40.0,Male,Black,United States,United States,United States,English,Yes,Part-Time,se,False,False
162,69b84fe4820815fca021152c,buyer,3,baseline,buyer_baseline,12500.0,,False,1,4,True,True,Some confidence,2,198.11,2026-03-19 16:51:21,True,69bc1aa14147bc527ff2304e,APPROVED,Not Applicable,2026-03-19T15:47:49.586000Z,2026-03-19T15:51:30.783000Z,2026-03-20T05:57:41.975000Z,2026-03-19T15:51:31.133668Z,222.0,CO7GMO3N,19.0,Software Engineer / Developer,English,41.0,Male,White,United States,United States,DATA_EXPIRED,English,No,Full-Time,se,False,False
165,614db7370f904eb5265fbc1e,buyer,3,baseline,buyer_baseline,4500.0,,False,1,4,True,True,Little confidence,1,220.35,2026-03-19 17:21:24,True,69bc219dee1fba7938b4d0b4,APPROVED,Not Applicable,2026-03-19T16:17:38.170000Z,2026-03-19T16:21:31.432000Z,2026-03-20T05:57:42.835000Z,2026-03-19T16:21:31.859672Z,234.0,CO7GMO3N,439.0,Software Engineer / Developer,"German, English",35.0,Male,White,Germany,Germany,Germany,German,Yes,Unemployed (and job seeking),se,False,False
166,69af1f1bf0e3b640d9616124,buyer,3,baseline,buyer_baseline,3500.0,,False,1,3,True,True,Little confidence,1,171.86,2026-03-19 17:23:06,True,69bc222ace1c879bf2e6c2a0,APPROVED,Not Applicable,2026-03-19T16:20:03.938000Z,2026-03-19T16:23:17.347000Z,2026-03-20T05:57:43.127000Z,2026-03-19T16:23:17.746184Z,194.0,CO7GMO3N,3.0,Software Engineer / Developer,"English, Basque, Portuguese, Spanish",24.0,Female,Prefer not to say,Spain,Spain,Spain,Spanish,Yes,Part-Time,se,False,False
167,697a6b3dbf6c417556471fed,buyer,3,baseline,buyer_baseline,10000.0,,False,1,3,True,True,Some confidence,2,181.88,2026-03-19 17:30:32,True,69bc23e821fd30b242cd27f1,APPROVED,Not Applicable,2026-03-19T16:27:23.540000Z,2026-03-19T16:30:36.802000Z,2026-03-20T05:57:43.437000Z,2026-03-19T16:30:37.160869Z,194.0,CO7GMO3N,43.0,Software Engineer / Developer,English,22.0,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time,se,False,False
168,699dd5c23229ec878aad1b0d,buyer,3,baseline,buyer_baseline,11500.0,,False,1,4,True,True,Some confidence,2,148.83,2026-03-19 17:43:14,True,69bc2704e56c5e7c691c9b45,APPROVED,Not Applicable,2026-03-19T16:40:41.309000Z,2026-03-19T16:43:22.357000Z,2026-03-20T05:57:43.734000Z,2026-03-19T16:43:22.793171Z,162.0,CO7GMO3N,775.0,Software Engineer / Developer,English,25.0,Male,White,United States,United States,United States,English,No,Full-Time,se,False,False
169,697a7f048e92454d9fd5ae28,buyer,3,baseline,buyer_baseline,8500.0,,False,1,3,True,True,Some confidence,2,159.37,2026-03-19 18:25:03,True,69bc30b1f128c09be8b4a389,APPROVED,Not Applicable,2026-03-19T17:21:53.283000Z,2026-03-19T17:25:08.397000Z,2026-03-20T05:57:44.072000Z,2026-03-19T17:25:08.763000Z,196.0,CO7GMO3N,2.0,Software Engineer / Developer,"French, Spanish, English",27.0,Male,White,Portugal,Belgium,DATA_EXPIRED,Portuguese,No,Full-Time,se,False,False
170,692552ac22a1de86c4976464,buyer,3,baseline,buyer_baseline,2000.0,,False,1,3,True,True,Little confidence,1,123.12,2026-03-19 18:34:44,True,69bc3315f8f212482b9d6cfd,APPROVED,Not Applicable,2026-03-19T17:32:09.442000Z,2026-03-19T17:34:48.671000Z,2026-03-20T05:57:44.377000Z,2026-03-19T17:34:49.041170Z,160.0,CO7GMO3N,199.0,Software Engineer / Developer,English,31.0,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,se,False,False
171,6932d0b36b2c14ac33eea2d3,buyer,3,baseline,buyer_baseline,6500.0,,False,1,4,True,True,No confidence,0,170.5,2026-03-19 18:37:15,True,69bc3397c66bde2f8c87ef9e,APPROVED,Not Applicable,2026-03-19T17:34:19.925000Z,2026-03-19T17:37:20.840000Z,2026-03-20T05:57:44.716000Z,2026-03-19T17:37:21.230463Z,181.0,CO7GMO3N,241.0,Software Engineer / Developer,"Swedish, English",43.0,Male,White,United Kingdom,Sweden,United Kingdom,English,No,Full-Time,se,False,False
174,698a1b719c7c76fa18eeb5fb,buyer,3,baseline,buyer_baseline,3500.0,,False,1,4,True,True,Confidence,3,162.39,2026-03-19 19:11:24,True,69bc3b9c627fa0222d1383b7,APPROVED,Not Applicable,2026-03-19T18:08:33.979000Z,2026-03-19T18:11:31.611000Z,2026-03-20T05:57:45.332000Z,2026-03-19T18:11:32.022600Z,178.0,CO7GMO3N,25.0,Software Engineer / Developer,"English, Chinese, Cantonese, Mandarin",28.0,Female,Asian,Hong Kong,Canada,Canada,Chinese,Yes,Full-Time,se,False,False
177,6991fd5c1bbedd34b1a164e8,buyer,3,baseline,buyer_baseline,12000.0,,False,10,3,True,False,Some confidence,2,278.11,2026-03-19 19:34:56,False,69bc40b45db79bd71ab5b478,APPROVED,Not Applicable,2026-03-19T18:30:12.172000Z,2026-03-19T18:35:05.248000Z,2026-03-20T05:57:46.173000Z,2026-03-19T18:35:05.698630Z,294.0,CO7GMO3N,8.0,Software Engineer / Developer,"English, French",43.0,Male,White,France,France,France,French,No,Full-Time,se,False,False
178,6930822560f6c6460eac8724,buyer,3,baseline,buyer_baseline,4500.0,,False,1,4,True,True,Some confidence,2,243.92,2026-03-19 20:11:41,True,69bc496c627a28ac235abb2b,APPROVED,Not Applicable,2026-03-19T19:07:26.896000Z,2026-03-19T19:11:51.738000Z,2026-03-20T05:57:46.536000Z,2026-03-19T19:11:53.340733Z,265.0,CO7GMO3N,76.0,Software Engineer / Developer,"German, English",23.0,Male,White,Germany,Germany,Germany,German,No,Full-Time,se,False,False
181,69ac853c7f35177688d5a34b,buyer,3,baseline,buyer_baseline,9500.0,,False,1,4,True,True,Confidence,3,761.55,2026-03-19 21:08:26,True,69bc5475c68f61219c936a34,APPROVED,Not Applicable,2026-03-19T19:55:37.868000Z,2026-03-19T20:08:39.418000Z,2026-03-20T05:57:47.420000Z,2026-03-19T20:08:39.854416Z,782.0,CO7GMO3N,2.0,Software Engineer / Developer,English,30.0,Male,Black,Nigeria,Canada,Nigeria,English,No,Part-Time,se,False,False
183,697e2850073b6b6c3fa63d60,buyer,3,baseline,buyer_baseline,10500.0,,False,1,4,True,True,No confidence,0,154.66,2026-03-19 21:06:44,True,69bc56902772706b5c21dcca,APPROVED,Not Applicable,2026-03-19T20:03:34.546000Z,2026-03-19T20:07:05.395000Z,2026-03-20T05:57:47.721000Z,2026-03-19T20:07:05.907768Z,211.0,CO7GMO3N,312.0,Software Engineer / Developer,English,61.0,Male,White,United States,United States,United States,English,No,Part-Time,se,False,False
184,691c7d8c4b8aa70cd3d36fa5,buyer,3,baseline,buyer_baseline,2000.0,,False,1,4,True,True,Some confidence,2,281.71,2026-03-19 21:09:00,True,69bc56b74d68250af1f11e0e,APPROVED,Not Applicable,2026-03-19T20:04:11.261000Z,2026-03-19T20:09:05.758000Z,2026-03-20T05:57:48.031000Z,2026-03-19T20:09:32.485192Z,295.0,CO7GMO3N,27.0,Software Engineer / Developer,English,36.0,Male,White,Austria,Austria,Austria,German,No,Full-Time,se,False,False
187,691c40d958db6e767bb4e586,buyer,3,baseline,buyer_baseline,5500.0,,False,1,3,True,True,Confidence,3,161.77,2026-03-19 21:44:46,True,69bc5f8cb164e1dab085141b,APPROVED,Not Applicable,2026-03-19T20:41:54.467000Z,2026-03-19T20:45:00.910000Z,2026-03-20T05:57:50.111000Z,2026-03-19T20:45:01.393675Z,187.0,CO7GMO3N,14.0,Software Engineer / Developer,"English, Gaelic",43.0,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time,se,False,False
188,6994afa7e4baded98f7e3b3c,buyer,3,baseline,buyer_baseline,12000.0,,False,1,4,True,True,Some confidence,2,316.2,2026-03-19 21:49:52,True,69bc6028a3e220712cd01b49,APPROVED,Not Applicable,2026-03-19T20:44:28.987000Z,2026-03-19T20:50:03.222000Z,2026-03-20T05:57:50.408000Z,2026-03-19T20:50:03.782452Z,335.0,CO7GMO3N,21.0,Software Engineer / Developer,"English, Spanish",26.0,Male,Other,"Venezuela, Bolivarian Republic of",Spain,"Venezuela, Bolivarian Republic of",Spanish,No,Full-Time,se,False,False
